8,517,4,3.9,0.1,0.01,
8,16,2,3.7,-1.7,2.89,
8,518,4,4.2,-0.2,0.04,
8,521,3,3.8,-0.8,0.64,
9,527,2,2.8,-0.8,0.64,
9,176,4,3.9,0.1,0.01,
9,528,4,4,0,0,
9,531,5,3.8,1.2,1.44,
9,532,3,3.3,-0.3,0.09,
9,541,3,3.4,-0.4,0.16,
9,543,5,3.8,1.2,1.44,
10,24,5,4.1,0.9,0.81,
10,548,4,3.2,0.8,0.64,
10,49,5,4.1,0.9,0.81,
10,103,4.5,4,0.5,0.25,
10,553,5,4.3,0.7,0.49,
10,556,3,3.9,-0.9,0.81,
10,560,4,4.4,-0.4,0.16,
10,568,3.5,3.9,-0.4,0.16,
10,569,4,3.9,0.1,0.01,
10,577,5,3.5,1.5,2.25,
11,578,1,2.7,-1.7,2.89,
11,579,3,2.6,0.4,0.16,
11,430,3,2.4,0.6,0.36,
11,587,2,2.5,-0.5,0.25,
11,122,4,2.4,1.6,2.56,
11,600,4,2.8,1.2,1.44,
11,611,5,2.7,2.3,5.29,
11,613,5,2.5,2.5,6.25,
11,615,2,2.3,-0.3,0.09,
11,620,4,2.5,1.5,2.25,
12,23,2.5,3.9,-1.4,1.96,
12,339,4,3.9,0.1,0.01,
12,298,3,4,-1,1,
12,467,4,3.9,0.1,0.01,
12,626,3.5,3.9,-0.4,0.16,
12,354,4,3.7,0.3,0.09,
12,628,4.5,3.5,1,1,
12,480,4.5,3.9,0.6,0.36,
12,486,4,4,0,0,
12,632,3.5,3.8,-0.3,0.09,
12,137,4.5,4,0.5,0.25,
12,634,4,3.9,0.1,0.01,
13,339,2,2.8,-0.8,0.64,
13,641,2,3,-1,1,
13,644,2,2.9,-0.9,0.81,
13,647,3,3,0,0,
13,649,4,3.1,0.9,0.81,
14,417,2,2.9,-0.9,0.81,
14,653,2.5,2.4,0.1,0.01,
14,21,3,2.8,0.2,0.04,
14,26,2,2.4,-0.4,0.16,
14,664,2,2.6,-0.6,0.36,
14,385,5,2.9,2.1,4.41,
14,140,2.5,2.5,0,0,
14,674,2.5,2.6,-0.1,0.01,
14,34,2,2.3,-0.3,0.09,
14,681,2,3.3,-1.3,1.69,
14,321,3.5,2.7,0.8,0.64,
14,687,3.5,2.4,1.1,1.21,
14,97,2,2.8,-0.8,0.64,
14,387,5,2.9,2.1,4.41,
14,49,5,3,2,4,
14,692,4,2.8,1.2,1.44,
14,99,2,3,-1,1,
14,696,3,2.8,0.2,0.04,
14,697,3,2.7,0.3,0.09,
14,63,3,2.6,0.4,0.16,
14,147,4,2.7,1.3,1.69,
14,151,1,2.4,-1.4,1.96,
14,71,3,2.8,0.2,0.04,
14,703,3,2.8,0.2,0.04,
14,707,1.5,2.6,-1.1,1.21,
14,83,2,2.7,-0.7,0.49,
14,709,4,2.8,1.2,1.44,
14,711,3,2.5,0.5,0.25,
14,88,0.5,2.7,-2.2,4.84,
14,91,4,2.7,1.3,1.69,
14,713,1.5,2.7,-1.2,1.44,
14,718,2,2.8,-0.8,0.64,
14,550,3,2.5,0.5,0.25,
14,158,5,2.9,2.1,4.41,
14,732,5,2.9,2.1,4.41,
14,733,5,2.9,2.1,4.41,
14,738,3.5,2.8,0.7,0.49,
14,743,4,2.8,1.2,1.44,
14,326,2,2.7,-0.7,0.49,
14,747,4,2.9,1.1,1.21,
14,171,3,2.9,0.1,0.01,
14,172,4,2.8,1.2,1.44,
14,750,2.5,2.5,0,0,
14,751,2,2.5,-0.5,0.25,
14,752,4,2.8,1.2,1.44,
14,527,3,2.4,0.6,0.36,
14,181,4,2.8,1.2,1.44,
14,768,3,2.9,0.1,0.01,
14,106,5,2.9,2.1,4.41,
14,190,3,3,0,0,
14,438,4,2.9,1.1,1.21,
14,390,2.5,2.9,-0.4,0.16,
14,791,1,2.9,-1.9,3.61,
14,441,3,2.7,0.3,0.09,
14,799,3,2.5,0.5,0.25,
14,8,2,2.5,-0.5,0.25,
14,213,2.5,2.7,-0.2,0.04,
14,806,5,2.6,2.4,5.76,
14,807,4,2.8,1.2,1.44,
14,813,3,3,0,0,
14,825,2,2.8,-0.8,0.64,
14,827,1,2.5,-1.5,2.25,
14,830,3,2.5,0.5,0.25,
14,832,1.5,2.3,-0.8,0.64,
14,837,4,2.3,1.7,2.89,
14,513,3,2.7,0.3,0.09,
14,838,4.5,2.5,2,4,
14,111,1.5,2.4,-0.9,0.81,
14,841,3.5,2.3,1.2,1.44,
14,843,0.5,2.6,-2.1,4.41,
14,460,3.5,2.7,0.8,0.64,
14,333,2,2.4,-0.4,0.16,
14,854,3.5,2.7,0.8,0.64,
14,857,5,3.5,1.5,2.25,
14,396,2,2.5,-0.5,0.25,
14,870,3,2.8,0.2,0.04,
14,874,3,2.6,0.4,0.16,
14,336,5,2.8,2.2,4.84,
14,880,2,2.5,-0.5,0.25,
14,882,2.5,2.3,0.2,0.04,
14,884,3,2.9,0.1,0.01,
14,13,4,2.6,1.4,1.96,
14,257,2,2.7,-0.7,0.49,
14,885,1,2.5,-1.5,2.25,
14,889,3,2.8,0.2,0.04,
14,897,3,2.8,0.2,0.04,
14,899,2,2.7,-0.7,0.49,
14,114,4.5,2.9,1.6,2.56,
14,464,1,2.9,-1.9,3.61,
14,904,2,2.7,-0.7,0.49,
14,339,2,2.7,-0.7,0.49,
14,910,1,2.5,-1.5,2.25,
14,915,3,2.4,0.6,0.36,
14,916,4.5,2.4,2.1,4.41,
14,17,3.5,2.8,0.7,0.49,
14,920,4,2.4,1.6,2.56,
14,521,1,2.6,-1.6,2.56,
14,281,1,2.6,-1.6,2.56,
14,944,1,2.1,-1.1,1.21,
14,945,3,2.7,0.3,0.09,
14,950,3.5,2.3,1.2,1.44,
14,955,1,2.5,-1.5,2.25,
14,405,2,2.8,-0.8,0.64,
14,956,1,2.5,-1.5,2.25,
14,120,2,2.6,-0.6,0.36,
14,406,4,2.8,1.2,1.44,
14,961,4,3.1,0.9,0.81,
14,625,1,2.9,-1.9,3.61,
14,962,4,2.8,1.2,1.44,
14,963,1.5,2.6,-1.1,1.21,
14,298,4,2.9,1.1,1.21,
14,965,5,2.8,2.2,4.84,
14,966,4,2.8,1.2,1.44,
14,300,4,2.8,1.2,1.44,
14,974,4,2.8,1.2,1.44,
14,977,2.5,3.1,-0.6,0.36,
14,979,4,3,1,1,
14,407,3,2.8,0.2,0.04,
14,987,5,3,2,4,
14,998,2.5,2.6,-0.1,0.01,
14,645,4,2.6,1.4,1.96,
14,1007,3,2.6,0.4,0.16,
14,1012,3,2.7,0.3,0.09,
14,1016,2,2.4,-0.4,0.16,
14,591,4,2.7,1.3,1.69,
14,1019,3,2.9,0.1,0.01,
14,1020,1.5,2.6,-1.1,1.21,
14,1023,5,2.9,2.1,4.41,
14,1024,4,2.7,1.3,1.69,
14,1026,3,2.8,0.2,0.04,
14,1028,3,2.8,0.2,0.04,
14,1035,2.5,2.7,-0.2,0.04,
14,1037,1.5,3,-1.5,2.25,
14,1041,5,2.9,2.1,4.41,
14,1042,0.5,2.2,-1.7,2.89,
14,1055,1,2.6,-1.6,2.56,
14,1058,4,2.5,1.5,2.25,
14,1063,2,2.7,-0.7,0.49,
14,1070,4,3,1,1,
14,1071,5,2.4,2.6,6.76,
14,1080,1.5,2.6,-1.1,1.21,
14,1090,3,2.9,0.1,0.01,
14,1093,4,2.5,1.5,2.25,
14,1099,5,2.8,2.2,4.84,
14,1107,1,2.3,-1.3,1.69,
14,1108,1,2.6,-1.6,2.56,
14,1123,3,2.5,0.5,0.25,
14,1128,2,2.6,-0.6,0.36,
14,1129,4,2.8,1.2,1.44,
14,1132,1,2.3,-1.3,1.69,
14,1139,3,2.6,0.4,0.16,
14,1146,3,2.8,0.2,0.04,
14,1148,1,2.6,-1.6,2.56,
14,475,3,2.9,0.1,0.01,
14,1162,2,2.3,-0.3,0.09,
14,1163,3,2.6,0.4,0.16,
14,1166,3,2.4,0.6,0.36,
14,1167,1,2.3,-1.3,1.69,
14,1170,2,3.1,-1.1,1.21,
14,1176,4,2.4,1.6,2.56,
14,356,1.5,2.3,-0.8,0.64,
14,1177,2,2.8,-0.8,0.64,
14,1181,3,2.7,0.3,0.09,
14,1183,4,2.7,1.3,1.69,
14,1185,1,2.4,-1.4,1.96,
14,1188,1,2.2,-1.2,1.44,
14,1189,2,2.6,-0.6,0.36,
14,1190,1,2.3,-1.3,1.69,
14,1203,1,2.5,-1.5,2.25,
14,1212,1.5,2.8,-1.3,1.69,
14,1213,3,3.1,-0.1,0.01,
14,1216,2,2.9,-0.9,0.81,
14,1237,4,2.6,1.4,1.96,
14,1253,2.5,2.5,0,0,
14,1256,3.5,3.2,0.3,0.09,
14,1257,3.5,2.8,0.7,0.49,
14,126,1,2.6,-1.6,2.56,
14,1260,4,2.7,1.3,1.69,
14,1272,1,2.3,-1.3,1.69,
14,1273,5,2.7,2.3,5.29,
14,1274,2,2.3,-0.3,0.09,
14,1301,1,2.9,-1.9,3.61,
14,1304,2.5,2.6,-0.1,0.01,
14,1305,4.5,2.4,2.1,4.41,
14,486,2.5,2.9,-0.4,0.16,
14,1311,3,2.9,0.1,0.01,
14,1318,3,2.8,0.2,0.04,
14,366,0.5,2.6,-2.1,4.41,
14,1323,1.5,2.8,-1.3,1.69,
14,1325,2.5,2.8,-0.3,0.09,
14,1326,4,3.1,0.9,0.81,
14,128,1,2.9,-1.9,3.61,
14,1332,3,3.1,-0.1,0.01,
14,1337,2,2.1,-0.1,0.01,
14,1339,3.5,2.8,0.7,0.49,
14,1343,1,2.3,-1.3,1.69,
14,1349,1,3,-2,4,
14,1354,2,2.6,-0.6,0.36,
14,1360,1.5,2.4,-0.9,0.81,
14,1364,2,2.6,-0.6,0.36,
14,1372,2.5,2.4,0.1,0.01,
14,413,3,2.9,0.1,0.01,
14,1379,1.5,2.6,-1.1,1.21,
14,129,1.5,2.9,-1.4,1.96,
14,1384,1,2.8,-1.8,3.24,
14,1390,1.5,3,-1.5,2.25,
14,1391,3,2.2,0.8,0.64,
14,130,5,2.9,2.1,4.41,
14,1397,3.5,2.6,0.9,0.81,
14,131,3.5,2.8,0.7,0.49,
14,1418,4,2.9,1.1,1.21,
14,1420,2,2.8,-0.8,0.64,
14,1422,0.5,2.6,-2.1,4.41,
14,416,2.5,2.7,-0.2,0.04,
14,1436,2,2.9,-0.9,0.81,
14,1448,1,2.9,-1.9,3.61,
14,495,3.5,2.8,0.7,0.49,
14,1460,1.5,2.7,-1.2,1.44,
14,379,1,2.7,-1.7,2.89,
14,1466,2.5,2.6,-0.1,0.01,
14,1469,2,2.3,-0.3,0.09,
14,1474,4.5,2.8,1.7,2.89,
14,1482,1,2.8,-1.8,3.24,
14,1491,1.5,2.5,-1,1,
14,1497,2,2.8,-0.8,0.64,
14,1500,3.5,2.7,0.8,0.64,
14,1512,3.5,2.8,0.7,0.49,
14,1518,1.5,2.5,-1,1,
14,1528,1,2.7,-1.7,2.89,
14,1532,1,2.8,-1.8,3.24,
14,1534,3.5,2.8,0.7,0.49,
14,1539,1,2.4,-1.4,1.96,
14,1545,4,2.6,1.4,1.96,
14,137,4.5,2.9,1.6,2.56,
14,1550,4.5,2.8,1.7,2.89,
14,1561,1,2.4,-1.4,1.96,
14,1569,3.5,2.5,1,1,
14,1576,2,2.9,-0.9,0.81,
14,1581,3,2.9,0.1,0.01,
14,1583,1,2.6,-1.6,2.56,
14,1595,2,2.2,-0.2,0.04,
14,1598,4,2.5,1.5,2.25,
14,1602,2,2.2,-0.2,0.04,
14,1606,4,2.4,1.6,2.56,
14,1607,3,2.1,0.9,0.81,
14,1619,2.5,2.9,-0.4,0.16,
14,1620,1.5,2.9,-1.4,1.96,
14,1623,1,2.5,-1.5,2.25,
14,1624,3.5,3.2,0.3,0.09,
14,1628,0.5,2.7,-2.2,4.84,
14,1629,2,2.6,-0.6,0.36,
14,1630,4,2.7,1.3,1.69,
14,1632,3,2.7,0.3,0.09,
14,1634,2.5,2.6,-0.1,0.01,
14,1638,4.5,2.9,1.6,2.56,
14,1644,0.5,2.6,-2.1,4.41,
14,1648,2,3,-1,1,
14,1654,3,2.9,0.1,0.01,
14,1657,3,2.4,0.6,0.36,
14,1669,4,2.8,1.2,1.44,
14,1670,1.5,2.7,-1.2,1.44,
14,1672,1.5,2.6,-1.1,1.21,
14,1678,4,2.8,1.2,1.44,
14,1684,4.5,2.1,2.4,5.76,
14,569,2.5,2.9,-0.4,0.16,
14,1695,5,2.7,2.3,5.29,
14,571,3,2.6,0.4,0.16,
14,1713,4.5,2.6,1.9,3.61,
14,1718,2.5,2.1,0.4,0.16,
14,638,1,2.1,-1.1,1.21,
14,1725,1,2,-1,1,
14,1729,1.5,2.2,-0.7,0.49,
14,1732,1,2.9,-1.9,3.61,
14,1745,2.5,2.6,-0.1,0.01,
14,1775,1.5,2.8,-1.3,1.69,
14,1778,2.5,3,-0.5,0.25,
14,1779,0.5,2,-1.5,2.25,
14,1783,0.5,2.4,-1.9,3.61,
14,1803,2,2.1,-0.1,0.01,
14,1804,0.5,2.9,-2.4,5.76,
14,1817,0.5,2.1,-1.6,2.56,
14,1821,1,2.1,-1.1,1.21,
14,1827,4.5,2.6,1.9,3.61,
14,1831,3.5,2.3,1.2,1.44,
14,1834,4,2.4,1.6,2.56,
14,1835,1,2.1,-1.1,1.21,
14,1853,4.5,3,1.5,2.25,
14,1854,1,2.9,-1.9,3.61,
14,1859,1.5,2.8,-1.3,1.69,
14,1868,3,2.7,0.3,0.09,
14,1869,0.5,2,-1.5,2.25,
14,1881,0.5,2.1,-1.6,2.56,
14,1885,3.5,2.9,0.6,0.36,
14,1888,1,2.9,-1.9,3.61,
14,1891,3,2.4,0.6,0.36,
14,1894,1.5,2.4,-0.9,0.81,
14,1896,3.5,3.1,0.4,0.16,
14,1904,4,3,1,1,
14,1913,3.5,2.9,0.6,0.36,
14,1915,3,2.5,0.5,0.25,
14,1919,2,3,-1,1,
14,1921,3,2.5,0.5,0.25,
15,99,4,4.2,-0.2,0.04,
15,1941,4,4.1,-0.1,0.01,
15,835,5,4.1,0.9,0.81,
15,516,3.5,4.4,-0.9,0.81,
15,350,3.5,4,-0.5,0.25,
15,1942,4.5,4.1,0.4,0.16,
15,1310,4,4.3,-0.3,0.09,
16,447,4.5,4.1,0.4,0.16,
16,99,5,4.1,0.9,0.81,
16,147,4.5,3.8,0.7,0.49,
16,1948,5,3.9,1.1,1.21,
16,1952,3.5,4.1,-0.6,0.36,
16,581,4,4,0,0,
16,1955,4.5,3.9,0.6,0.36,
16,327,4.5,4.1,0.4,0.16,
16,766,4.5,3.8,0.7,0.49,
16,190,5,4,1,1,
16,107,5,3.9,1.1,1.21,
16,1957,5,4.1,0.9,0.81,
16,1959,4,3.9,0.1,0.01,
16,779,5,4.1,0.9,0.81,
16,780,2.5,4,-1.5,2.25,
16,1960,2,4,-2,4,
16,197,4.5,4,0.5,0.25,
16,808,5,3.9,1.1,1.21,
16,457,4.5,4.1,0.4,0.16,
16,112,5,3.8,1.2,1.44,
16,868,5,4,1,1,
16,335,3,3.9,-0.9,0.81,
16,236,3.5,3.4,0.1,0.01,
16,113,3.5,3.9,-0.4,0.16,
16,893,4.5,3.9,0.6,0.36,
16,516,3.5,4,-0.5,0.25,
16,463,4.5,3.9,0.6,0.36,
16,17,4,3.9,0.1,0.01,
16,932,5,4.1,0.9,0.81,
16,281,3,3.6,-0.6,0.36,
16,947,3.5,3.4,0.1,0.01,
16,1024,4,3.7,0.3,0.09,
16,1083,3.5,3.8,-0.3,0.09,
16,1106,1,3.2,-2.2,4.84,
16,1131,4.5,4,0.5,0.25,
16,477,3.5,3.9,-0.4,0.16,
16,479,4.5,4,0.5,0.25,
16,411,4,3.7,0.3,0.09,
16,1989,1.5,3.7,-2.2,4.84,
16,126,1.5,3.4,-1.9,3.61,
16,1261,4,3.7,0.3,0.09,
16,1992,2.5,3.9,-1.4,1.96,
16,1313,3.5,3.7,-0.2,0.04,
16,2000,3,3.8,-0.8,0.64,
16,1322,1,3.4,-2.4,5.76,
16,2004,2,3.6,-1.6,2.56,
16,2005,0.5,3.4,-2.9,8.41,
16,2008,3.5,3.2,0.3,0.09,
16,369,1.5,4,-2.5,6.25,
16,2013,4,3.9,0.1,0.01,
16,2018,4,3.9,0.1,0.01,
16,2023,4.5,3.9,0.6,0.36,
16,2024,3.5,4,-0.5,0.25,
16,130,4.5,4.1,0.4,0.16,
16,2034,4,3.9,0.1,0.01,
16,2036,3.5,3.7,-0.2,0.04,
16,2037,0.5,3.4,-2.9,8.41,
16,2046,3,3.8,-0.8,0.64,
16,495,5,3.8,1.2,1.44,
16,2058,1,3.6,-2.6,6.76,
17,2062,3,3.4,-0.4,0.16,
17,21,4,3.4,0.6,0.36,
17,504,3,3.4,-0.4,0.16,
17,2071,4,3.1,0.9,0.81,
17,506,4,3.3,0.7,0.49,
17,719,3,3.1,-0.1,0.01,
18,417,3,3.7,-0.7,0.49,
18,2084,3,3.1,-0.1,0.01,
18,654,5,3.6,1.4,1.96,
18,2085,1,3.4,-2.4,5.76,
18,1944,3,3.8,-0.8,0.64,
18,2086,3,3.5,-0.5,0.25,
18,2088,3,3.2,-0.2,0.04,
18,2089,3,3.4,-0.4,0.16,
18,667,4,3.5,0.5,0.25,
18,2098,4,3.8,0.2,0.04,
18,675,1,3.2,-2.2,4.84,
18,677,4,3.6,0.4,0.16,
18,2105,4,3.6,0.4,0.16,
18,684,5,3.6,1.4,1.96,
18,143,4,3.9,0.1,0.01,
18,2107,5,3.8,1.2,1.44,
18,2108,3,3.7,-0.7,0.49,
18,692,5,3.7,1.3,1.69,
18,2113,4,3.5,0.5,0.25,
18,145,3,3.1,-0.1,0.01,
18,54,4,3.4,0.6,0.36,
18,55,3,3.5,-0.5,0.25,
18,2120,3,3.5,-0.5,0.25,
18,62,3,3.4,-0.4,0.16,
18,64,3,3.3,-0.3,0.09,
18,146,3,3.2,-0.2,0.04,
18,2124,3,3.3,-0.3,0.09,
18,2125,3,3.4,-0.4,0.16,
18,2126,3,3.6,-0.6,0.36,
18,699,4,3.2,0.8,0.64,
18,148,3,3.3,-0.3,0.09,
18,2129,3,3.5,-0.5,0.25,
18,2132,3,3.3,-0.3,0.09,
18,2134,5,3.4,1.6,2.56,
18,71,3,3.7,-0.7,0.49,
18,2135,3,3.8,-0.8,0.64,
18,703,1,3.5,-2.5,6.25,
18,1947,2,3.6,-1.6,2.56,
18,705,3,3.5,-0.5,0.25,
18,450,3,3.3,-0.3,0.09,
18,426,5,3.7,1.3,1.69,
18,706,4,3.6,0.4,0.16,
18,80,3,3.4,-0.4,0.16,
18,2146,4,3.4,0.6,0.36,
18,83,4,3.5,0.5,0.25,
18,91,4,3.3,0.7,0.49,
18,154,4,3.9,0.1,0.01,
18,505,5,3.9,1.1,1.21,
18,156,4,3.6,0.4,0.16,
18,2075,3,3.4,-0.4,0.16,
18,429,3,3.2,-0.2,0.04,
18,506,3,3.5,-0.5,0.25,
18,719,3,3.5,-0.5,0.25,
18,433,3,3.2,-0.2,0.04,
18,454,3,3.4,-0.4,0.16,
18,2152,3,3.2,-0.2,0.04,
18,733,4,3.9,0.1,0.01,
18,2162,4,3.9,0.1,0.01,
18,1,5,3.8,1.2,1.44,
18,2172,3,3.7,-0.7,0.49,
18,749,3,3.3,-0.3,0.09,
18,753,5,3.8,1.2,1.44,
18,177,5,3.9,1.1,1.21,
18,436,4,3.8,0.2,0.04,
18,760,4,3.8,0.2,0.04,
18,2182,4,3.5,0.5,0.25,
18,327,4,3.8,0.2,0.04,
18,179,5,3.8,1.2,1.44,
18,105,3,3.9,-0.9,0.81,
18,553,4,3.7,0.3,0.09,
18,184,5,3.8,1.2,1.44,
18,773,4,3.7,0.3,0.09,
18,188,5,3.9,1.1,1.21,
18,775,4,3.8,0.2,0.04,
18,191,4,3.7,0.3,0.09,
18,777,4,3.8,0.2,0.04,
18,779,4,3.7,0.3,0.09,
18,389,4,3.8,0.2,0.04,
18,782,4,3.9,0.1,0.01,
18,784,5,3.9,1.1,1.21,
18,785,4,3.8,0.2,0.04,
18,787,4,3.7,0.3,0.09,
18,788,4,3.8,0.2,0.04,
18,197,5,3.8,1.2,1.44,
18,789,3,3.8,-0.8,0.64,
18,792,4,4,0,0,
18,202,3,3.7,-0.7,0.49,
18,2193,4,3.8,0.2,0.04,
18,2196,3,3.3,-0.3,0.09,
18,2199,3,3.5,-0.5,0.25,
18,208,3,3.5,-0.5,0.25,
18,209,2,3.4,-1.4,1.96,
18,443,3,3.2,-0.2,0.04,
18,444,4,3.3,0.7,0.49,
18,213,3,3.4,-0.4,0.16,
18,2202,3,3.3,-0.3,0.09,
18,2205,3,3.2,-0.2,0.04,
19,27,2,3.3,-1.3,1.69,
19,101,4,3.7,0.3,0.09,
19,427,4,3,1,1,
19,157,2,3.4,-1.4,1.96,
19,736,2,3.3,-1.3,1.69,
19,2169,3,3.7,-0.7,0.49,
19,174,1.5,3.4,-1.9,3.61,
19,436,5,3.4,1.6,2.56,
19,7,3.5,3.3,0.2,0.04,
19,2205,2.5,3.6,-1.1,1.21,
19,589,0.5,3.3,-2.8,7.84,
19,2212,0.5,3.2,-2.7,7.29,
19,1289,3.5,3.5,0,0,
19,2220,1,3.4,-2.4,5.76,
19,2227,4.5,3.4,1.1,1.21,
20,420,4,3.4,0.6,0.36,
20,680,3,3.1,-0.1,0.01,
20,49,3,3.7,-0.7,0.49,
20,64,4,3.4,0.6,0.36,
20,2235,3,3.1,-0.1,0.01,
20,72,3,3.6,-0.6,0.36,
20,156,2,3.5,-1.5,2.25,
20,720,5,3.7,1.3,1.69,
20,434,4,3.6,0.4,0.16,
20,2239,3,3.6,-0.6,0.36,
20,2241,3,3.4,-0.4,0.16,
20,2166,5,3.8,1.2,1.44,
20,165,3,3.6,-0.6,0.36,
20,170,4,3.6,0.4,0.16,
20,749,2,3.4,-1.4,1.96,
20,180,5,3.7,1.3,1.69,
20,183,4,3.7,0.3,0.09,
20,191,5,3.7,1.3,1.69,
20,778,4,3.6,0.4,0.16,
20,5,4,3.6,0.4,0.16,
20,197,4,3.7,0.3,0.09,
20,201,4,3.7,0.3,0.09,
20,2192,4,3.6,0.4,0.16,
20,796,3,3.5,-0.5,0.25,
20,803,3,3.4,-0.4,0.16,
21,30,3,2.8,0.2,0.04,
21,143,4,3.7,0.3,0.09,
21,69,4.5,3.6,0.9,0.81,
21,153,4.5,3.6,0.9,0.81,
21,86,1,2.9,-1.9,3.61,
21,89,5,3.7,1.3,1.69,
