14,901,3.5,2.7,0.8,0.64,,
14,906,1,2.8,-1.8,3.24,,
14,908,2,2.5,-0.5,0.25,,
14,912,3.5,2.5,1,1,,
14,913,5,2.9,2.1,4.41,,
14,402,5,2.8,2.2,4.84,,
14,926,1,2.4,-1.4,1.96,,
14,937,1,2.4,-1.4,1.96,,
14,938,3,3,0,0,,
14,342,3,2.5,0.5,0.25,,
14,951,1.5,2.6,-1.1,1.21,,
14,952,2,2.1,-0.1,0.01,,
14,970,4,3.2,0.8,0.64,,
14,976,5,2.8,2.2,4.84,,
14,546,3,2.8,0.2,0.04,,
14,407,3,2.6,0.4,0.16,,
14,306,4,2.8,1.2,1.44,,
14,989,3,2.6,0.4,0.16,,
14,310,4,2.8,1.2,1.44,,
14,990,2,2.1,-0.1,0.01,,
14,344,1,2.9,-1.9,3.61,,
14,995,3,2.9,0.1,0.01,,
14,1039,4.5,2.8,1.7,2.89,,
14,1052,1.5,2.8,-1.3,1.69,,
14,1054,2,2.8,-0.8,0.64,,
14,1056,3,2.6,0.4,0.16,,
14,1063,2,2.7,-0.7,0.49,,
14,1084,2,2.2,-0.2,0.04,,
14,610,3,2.2,0.8,0.64,,
14,1094,1,4,-3,9,,
14,1096,3,2.5,0.5,0.25,,
14,1098,2,2.8,-0.8,0.64,,
14,353,1,2.1,-1.1,1.21,,
14,1135,4,2.5,1.5,2.25,,
14,1150,3,2.1,0.9,0.81,,
14,355,2,2.5,-0.5,0.25,,
14,629,2,2.7,-0.7,0.49,,
14,1161,1,2.2,-1.2,1.44,,
14,1167,1,2.3,-1.3,1.69,,
14,1186,1.5,3,-1.5,2.25,,
14,1196,4,2.7,1.3,1.69,,
14,1197,2,3.2,-1.2,1.44,,
14,1199,3.5,3.1,0.4,0.16,,
14,1203,1,2.5,-1.5,2.25,,
14,1204,3.5,3.4,0.1,0.01,,
14,1207,3,2.5,0.5,0.25,,
14,1214,3,2.3,0.7,0.49,,
14,478,1,2.5,-1.5,2.25,,
14,1215,4,2.4,1.6,2.56,,
14,479,2,2.9,-0.9,0.81,,
14,1238,2,2.3,-0.3,0.09,,
14,1264,2,3.7,-1.7,2.89,,
14,1309,1.5,2.7,-1.2,1.44,,
14,1342,3,2.2,0.8,0.64,,
14,1353,2.5,2.3,0.2,0.04,,
14,489,1,2.9,-1.9,3.61,,
14,1363,1,2.6,-1.6,2.56,,
14,1369,3,2.7,0.3,0.09,,
14,413,3,2.9,0.1,0.01,,
14,129,1.5,2.8,-1.3,1.69,,
14,1399,4,3,1,1,,
14,1411,2.5,2.4,0.1,0.01,,
14,371,2.5,2.7,-0.2,0.04,,
14,1445,2.5,2.6,-0.1,0.01,,
14,1454,1.5,2.2,-0.7,0.49,,
14,1465,3.5,2.9,0.6,0.36,,
14,1467,1.5,2.8,-1.3,1.69,,
14,1476,2.5,2.8,-0.3,0.09,,
14,1479,4,2.7,1.3,1.69,,
14,1489,4,2.2,1.8,3.24,,
14,1493,0.5,2.6,-2.1,4.41,,
14,1502,2.5,3.1,-0.6,0.36,,
14,1505,1.5,2.8,-1.3,1.69,,
14,1515,5,2.9,2.1,4.41,,
14,1541,4,3.2,0.8,0.64,,
14,1543,1,2.9,-1.9,3.61,,
14,1548,1.5,2.8,-1.3,1.69,,
14,1554,3.5,2.6,0.9,0.81,,
14,1574,2,2.6,-0.6,0.36,,
14,1591,4,2.8,1.2,1.44,,
14,1600,2,2.9,-0.9,0.81,,
14,1630,4,2.8,1.2,1.44,,
14,1635,1,2.4,-1.4,1.96,,
14,567,3,2.7,0.3,0.09,,
14,1658,0.5,2.3,-1.8,3.24,,
14,1666,2.5,2.7,-0.2,0.04,,
14,1681,1,2.9,-1.9,3.61,,
14,1689,1.5,2.1,-0.6,0.36,,
14,1699,2.5,2.7,-0.2,0.04,,
14,1700,4.5,2.7,1.8,3.24,,
14,1702,4,2.9,1.1,1.21,,
14,1718,2.5,2.1,0.4,0.16,,
14,1726,1,2.3,-1.3,1.69,,
14,1750,3,2.9,0.1,0.01,,
14,1752,0.5,2.9,-2.4,5.76,,
14,1757,1.5,2.9,-1.4,1.96,,
14,1770,3,2.4,0.6,0.36,,
14,1772,3,2.3,0.7,0.49,,
14,1783,0.5,2.2,-1.7,2.89,,
14,1836,4.5,2.8,1.7,2.89,,
14,1856,3.5,2.5,1,1,,
14,1871,3,2.5,0.5,0.25,,
14,1892,3,2,1,1,,
14,1893,3,2.6,0.4,0.16,,
14,1897,3,2.9,0.1,0.01,,
14,1916,3.5,2.9,0.6,0.36,,
15,24,4.5,4,0.5,0.25,,
15,1941,4,4,0,0,,
15,523,4,4,0,0,,
15,1391,4,4,0,0,,
16,447,4.5,3.9,0.6,0.36,,
16,57,2.5,3.9,-1.4,1.96,,
16,102,2.5,3.3,-0.8,0.64,,
16,732,4.5,4,0.5,0.25,,
16,750,4,3.7,0.3,0.09,,
16,182,5,4,1,1,,
16,779,5,4,1,1,,
16,1960,2,4,-2,4,,
16,197,4.5,4,0.5,0.25,,
16,216,3,3.7,-0.7,0.49,,
16,1966,4.5,3.9,0.6,0.36,,
16,1967,4.5,3.7,0.8,0.64,,
16,341,1,3.9,-2.9,8.41,,
16,932,5,4.1,0.9,0.81,,
16,945,3.5,3.7,-0.2,0.04,,
16,297,4,3.8,0.2,0.04,,
16,346,2.5,3.4,-0.9,0.81,,
16,1045,3.5,4,-0.5,0.25,,
16,1050,4.5,3.8,0.7,0.49,,
16,1086,4.5,4.1,0.4,0.16,,
16,473,4,4,0,0,,
16,1153,3.5,3.6,-0.1,0.01,,
16,1261,4,3.6,0.4,0.16,,
16,1266,3.5,3.9,-0.4,0.16,,
16,127,4.5,4,0.5,0.25,,
16,1992,2.5,3.9,-1.4,1.96,,
16,1996,4,3.7,0.3,0.09,,
16,2001,4,3.7,0.3,0.09,,
16,1322,1,3.5,-2.5,6.25,,
16,2005,0.5,3.1,-2.6,6.76,,
16,489,4.5,3.9,0.6,0.36,,
16,1377,5,4,1,1,,
16,1393,5,3.7,1.3,1.69,,
16,1421,3.5,3.8,-0.3,0.09,,
16,416,3.5,3.7,-0.2,0.04,,
16,2053,3,3.9,-0.9,0.81,,
16,2060,5,3.8,1.2,1.44,,
17,2062,3,3.1,-0.1,0.01,,
17,21,4,3,1,1,,
17,447,5,3.2,1.8,3.24,,
17,2075,4,3.2,0.8,0.64,,
17,454,4,3.3,0.7,0.49,,
18,2089,3,3.3,-0.3,0.09,,
18,547,4,3,1,1,,
18,140,3,3.3,-0.3,0.09,,
18,2098,4,3.8,0.2,0.04,,
18,2107,5,3.7,1.3,1.69,,
18,58,5,3.6,1.4,1.96,,
18,59,3,3.6,-0.6,0.36,,
18,2120,3,3.3,-0.3,0.09,,
18,2135,3,3.8,-0.8,0.64,,
18,2136,2,3.4,-1.4,1.96,,
18,2138,4,3.4,0.6,0.36,,
18,2139,5,3.7,1.3,1.69,,
18,2142,1,3.4,-2.4,5.76,,
18,2145,3,3.2,-0.2,0.04,,
18,153,4,3.9,0.1,0.01,,
18,324,3,3.1,-0.1,0.01,,
18,725,3,3.2,-0.2,0.04,,
18,2152,3,3.3,-0.3,0.09,,
18,732,5,3.9,1.1,1.21,,
18,551,5,3.9,1.1,1.21,,
18,742,5,3.9,1.1,1.21,,
18,2,3,3.5,-0.5,0.25,,
18,751,3,3.3,-0.3,0.09,,
18,752,4,3.7,0.3,0.09,,
18,2181,3,3.6,-0.6,0.36,,
18,2182,4,3.4,0.6,0.36,,
18,766,4,3.8,0.2,0.04,,
18,768,5,3.9,1.1,1.21,,
18,184,5,3.9,1.1,1.21,,
18,2184,3,3.6,-0.6,0.36,,
18,774,5,3.8,1.2,1.44,,
18,2185,5,3.7,1.3,1.69,,
18,329,3,3.9,-0.9,0.81,,
18,783,5,3.8,1.2,1.44,,
18,198,4,3.8,0.2,0.04,,
18,199,4,3.7,0.3,0.09,,
18,792,4,3.9,0.1,0.01,,
18,2193,4,3.8,0.2,0.04,,
18,441,3,3.6,-0.6,0.36,,
18,2195,3,3.7,-0.7,0.49,,
18,207,5,3.8,1.2,1.44,,
18,398,3,3.9,-0.9,0.81,,
18,2206,4,3.7,0.3,0.09,,
19,143,1.5,3.4,-1.9,3.61,,
19,49,0.5,3.5,-3,9,,
19,323,1,3.4,-2.4,5.76,,
19,69,4.5,3.5,1,1,,
19,157,2,3.4,-1.4,1.96,,
19,2209,4,3.6,0.4,0.16,,
19,2212,0.5,3.4,-2.9,8.41,,
19,2219,5,3.4,1.6,2.56,,
19,2228,1,3.7,-2.7,7.29,,
19,2231,4,3.4,0.6,0.36,,
19,1554,4,3.1,0.9,0.81,,
20,140,4,3.2,0.8,0.64,,
20,420,4,3.5,0.5,0.25,,
20,45,3,3.3,-0.3,0.09,,
20,323,3,3.1,-0.1,0.01,,
20,79,5,3.8,1.2,1.44,,
20,91,3,3.4,-0.4,0.16,,
20,714,3,3.2,-0.2,0.04,,
20,2081,3,3.2,-0.2,0.04,,
20,2162,4,3.7,0.3,0.09,,
20,168,3,3.6,-0.6,0.36,,
20,3,3,3.2,-0.2,0.04,,
20,106,4,3.7,0.3,0.09,,
20,189,5,3.8,1.2,1.44,,
20,2186,3,3.6,-0.6,0.36,,
20,195,4,3.7,0.3,0.09,,
20,791,4,3.6,0.4,0.16,,
21,386,1,2.7,-1.7,2.89,,
21,435,3.5,3.6,-0.1,0.01,,
21,444,4,3.1,0.9,0.81,,
21,805,3.5,3,0.5,0.25,,
21,217,3,2.9,0.1,0.01,,
21,332,2.5,3.6,-1.1,1.21,,
21,841,3.5,3.1,0.4,0.16,,
21,395,2,2.9,-0.9,0.81,,
21,335,2.5,3.1,-0.6,0.36,,
21,517,4.5,3.7,0.8,0.64,,
21,905,2.5,3,-0.5,0.25,,
21,950,3,2.7,0.3,0.09,,
21,119,4,3.6,0.4,0.16,,
21,408,3,3.4,-0.4,0.16,,
21,409,2,2.9,-0.9,0.81,,
21,1089,2,2.8,-0.8,0.64,,
21,471,4.5,3.6,0.9,0.81,,
21,480,5,3.8,1.2,1.44,,
21,483,4.5,3.5,1,1,,
21,2269,3.5,3.2,0.3,0.09,,
22,653,3.5,3.5,0,0,,
22,23,4.5,3.8,0.7,0.49,,
22,2093,4,3.5,0.5,0.25,,
22,27,3.5,3.8,-0.3,0.09,,
22,30,3,3.1,-0.1,0.01,,
22,53,4.5,3.7,0.8,0.64,,
22,2134,3.5,3.6,-0.1,0.01,,
22,73,3,3.3,-0.3,0.09,,
22,92,4.5,3.8,0.7,0.49,,
22,2281,4.5,3.9,0.6,0.36,,
22,2283,4,3.7,0.3,0.09,,
22,2153,4.5,3.8,0.7,0.49,,
22,739,4.5,3.8,0.7,0.49,,
22,740,4,3.8,0.2,0.04,,
22,170,3,3.7,-0.7,0.49,,
22,177,4,3.8,0.2,0.04,,
22,180,4.5,3.8,0.7,0.49,,
22,182,4.5,3.7,0.8,0.64,,
22,329,4,3.8,0.2,0.04,,
22,782,4.5,3.8,0.7,0.49,,
22,790,5,3.8,1.2,1.44,,
22,7,5,3.8,1.2,1.44,,
22,2292,4.5,3.8,0.7,0.49,,
22,530,1.5,3.3,-1.8,3.24,,
22,456,3,3.3,-0.3,0.09,,
22,2302,4,3.7,0.3,0.09,,
22,2306,4,3.8,0.2,0.04,,
22,225,4,3.7,0.3,0.09,,
22,337,3,3.5,-0.5,0.25,,
22,268,4,3.8,0.2,0.04,,
22,340,3,3.3,-0.3,0.09,,
22,2323,2.5,3.8,-1.3,1.69,,
22,929,3.5,3.8,-0.3,0.09,,
22,2324,3.5,3.8,-0.3,0.09,,
22,961,4,3.8,0.2,0.04,,
22,2336,2.5,3.8,-1.3,1.69,,
22,997,4,3.7,0.3,0.09,,
22,468,4,3.7,0.3,0.09,,
22,19,3.5,3.7,-0.2,0.04,,
22,615,3,3.8,-0.8,0.64,,
22,348,4.5,3.8,0.7,0.49,,
22,352,2,3.6,-1.6,2.56,,
22,1126,3.5,3.8,-0.3,0.09,,
22,1151,4,3.8,0.2,0.04,,
22,355,4.5,3.6,0.9,0.81,,
22,1162,0.5,3.5,-3,9,,
22,2373,3.5,3.8,-0.3,0.09,,
22,2375,3,3.5,-0.5,0.25,,
22,1221,4,3.7,0.3,0.09,,
22,2383,3.5,4,-0.5,0.25,,
22,483,3,3.7,-0.7,0.49,,
22,2388,4,3.9,0.1,0.01,,
22,364,2.5,3.5,-1,1,,
22,2396,4,3.6,0.4,0.16,,
22,2398,5,3.7,1.3,1.69,,
22,1338,3,3.4,-0.4,0.16,,
22,2410,3.5,3.8,-0.3,0.09,,
22,1360,3,3.4,-0.4,0.16,,
22,2420,2.5,3.6,-1.1,1.21,,
22,2427,3.5,3.9,-0.4,0.16,,
22,2038,3,3.5,-0.5,0.25,,
22,372,3.5,3.7,-0.2,0.04,,
22,132,3.5,3.6,-0.1,0.01,,
22,1431,3.5,3.8,-0.3,0.09,,
22,1434,4.5,3.8,0.7,0.49,,
22,2450,2.5,3.9,-1.4,1.96,,
22,497,3.5,3.8,-0.3,0.09,,
22,1468,3.5,3.6,-0.1,0.01,,
22,1476,4,3.8,0.2,0.04,,
22,1492,2.5,3.5,-1,1,,
23,57,4,3.8,0.2,0.04,,
24,812,3,3.4,-0.4,0.16,,
25,2481,4.5,3.5,1,1,,
25,423,0.5,3.5,-3,9,,
25,709,3.5,3.6,-0.1,0.01,,
25,170,3.5,3.5,0,0,,
25,11,1.5,3.3,-1.8,3.24,,
25,584,4,3.7,0.3,0.09,,
25,112,4,3.5,0.5,0.25,,
25,464,4,3.6,0.4,0.16,,
25,310,2,3.5,-1.5,2.25,,
25,467,3,3.6,-0.6,0.36,,
25,358,1.5,3.5,-2,4,,
25,412,4,3.6,0.4,0.16,,
25,489,4.5,3.6,0.9,0.81,,
25,2060,3,3.5,-0.5,0.25,,
25,1482,3.5,3.6,-0.1,0.01,,
25,1512,5,3.7,1.3,1.69,,
25,2493,4.5,3.8,0.7,0.49,,
26,2499,5,3.7,1.3,1.69,,
26,512,4,4,0,0,,
26,522,4,4.2,-0.2,0.04,,
27,418,5,4.5,0.5,0.25,,
27,158,3,4.4,-1.4,1.96,,
27,2158,4,4.4,-0.4,0.16,,
27,507,5,4,1,1,,
28,949,3,2.7,0.3,0.09,,
28,2514,4,2.8,1.2,1.44,,
29,148,4,3.5,0.5,0.25,,
29,76,5,3.6,1.4,1.96,,
29,78,5,4,1,1,,
29,709,5,3.9,1.1,1.21,,
29,87,2,3.6,-1.6,2.56,,
29,505,5,4,1,1,,
29,453,5,3.8,1.2,1.44,,
29,2079,3,3.6,-0.6,0.36,,
29,724,4,3.8,0.2,0.04,,
29,157,5,4.1,0.9,0.81,,
29,2153,5,4,1,1,,
29,2542,3,3.7,-0.7,0.49,,
29,2546,3,3.6,-0.6,0.36,,
29,326,4,3.9,0.1,0.01,,
29,2173,4,3.6,0.4,0.16,,
29,768,5,4,1,1,,
29,187,5,3.8,1.2,1.44,,
29,189,5,4,1,1,,
29,778,4,3.6,0.4,0.16,,
29,787,5,3.8,1.2,1.44,,
29,197,5,4,1,1,,
29,797,4,4,0,0,,
29,798,4,3.9,0.1,0.01,,
29,212,3,3.4,-0.4,0.16,,
29,2555,4,3.6,0.4,0.16,,
29,2557,4,3.4,0.6,0.36,,
29,331,4,3.6,0.4,0.16,,
29,825,3,3.8,-0.8,0.64,,
29,219,5,3.8,1.2,1.44,,
29,532,3,3.5,-0.5,0.25,,
29,112,1,3.6,-2.6,6.76,,
29,2306,4,3.9,0.1,0.01,,
29,871,4,4,0,0,,
29,873,4,3.8,0.2,0.04,,
29,2209,5,3.9,1.1,1.21,,
29,230,3,3.5,-0.5,0.25,,
29,241,4,4,0,0,,
29,2583,4,3.9,0.1,0.01,,
29,242,3,4,-1,1,,
29,253,3,3.7,-0.7,0.49,,
29,2589,4,3.6,0.4,0.16,,
29,2593,4,3.5,0.5,0.25,,
29,2595,4,3.6,0.4,0.16,,
29,2600,4,3.7,0.3,0.09,,
29,462,4,3.7,0.3,0.09,,
29,518,5,3.9,1.1,1.21,,
29,2621,3,3.8,-0.8,0.64,,
29,340,4,3.5,0.5,0.25,,
29,2639,4,3.6,0.4,0.16,,
29,2640,4,3.6,0.4,0.16,,
29,954,5,3.7,1.3,1.69,,
29,2652,4,3.9,0.1,0.01,,
29,956,5,3.8,1.2,1.44,,
29,2331,4,3.5,0.5,0.25,,
29,643,4,3.8,0.2,0.04,,
29,625,4,3.7,0.3,0.09,,
29,301,4,3.8,0.2,0.04,,
29,980,4,3.7,0.3,0.09,,
29,2679,5,4,1,1,,
29,307,4,4,0,0,,
29,2682,4,3.6,0.4,0.16,,
29,2695,4,3.9,0.1,0.01,,
29,311,3,3.7,-0.7,0.49,,
29,2710,4,3.9,0.1,0.01,,
29,1027,5,4,1,1,,
29,1028,4,3.7,0.3,0.09,,
29,2726,3,3.9,-0.9,0.81,,
29,1046,4,3.8,0.2,0.04,,
29,2734,2,3.4,-1.4,1.96,,
29,1050,3,3.5,-0.5,0.25,,
29,2739,4,3.7,0.3,0.09,,
29,2746,4,3.8,0.2,0.04,,
29,2755,4,3.9,0.1,0.01,,
29,2757,2,3.7,-1.7,2.89,,
29,616,4,4,0,0,,
29,2361,5,3.6,1.4,1.96,,
29,2767,4,3.7,0.3,0.09,,
29,2774,4,4,0,0,,
29,2789,4,4.1,-0.1,0.01,,
29,355,5,3.7,1.3,1.69,,
29,629,4,3.7,0.3,0.09,,
29,2794,4,3.8,0.2,0.04,,
29,2795,3,3.6,-0.6,0.36,,
29,1167,4,3.6,0.4,0.16,,
29,2797,2,3.9,-1.9,3.61,,
29,2799,2,3.8,-1.8,3.24,,
29,2824,5,3.8,1.2,1.44,,
29,1185,4,3.7,0.3,0.09,,
29,1187,4,3.6,0.4,0.16,,
29,2826,4,4.1,-0.1,0.01,,
29,1194,4,3.8,0.2,0.04,,
29,1196,3,4,-1,1,,
29,477,4,4,0,0,,
29,2376,5,3.7,1.3,1.69,,
29,359,5,3.8,1.2,1.44,,
29,2865,3,3.8,-0.8,0.64,,
29,1246,1,4,-3,9,,
29,1253,4,3.6,0.4,0.16,,
29,2872,3,3.7,-0.7,0.49,,
29,362,5,3.8,1.2,1.44,,
29,1302,4,3.7,0.3,0.09,,
29,1304,5,3.7,1.3,1.69,,
29,1306,3,4,-1,1,,
29,2939,4,3.7,0.3,0.09,,
30,0,4,4.3,-0.3,0.09,,
30,183,4.5,4.3,0.2,0.04,,
30,2947,3,4.3,-1.3,1.69,,
30,226,4.5,4.3,0.2,0.04,,
30,464,4.5,4.3,0.2,0.04,,
30,341,4,4.2,-0.2,0.04,,
30,1622,4,4.1,-0.1,0.01,,
30,1630,3.5,4.2,-0.7,0.49,,
31,656,3,3.3,-0.3,0.09,,
31,386,3,3.2,-0.2,0.04,,
31,2950,4,3.2,0.8,0.64,,
31,45,3,3.4,-0.4,0.16,,
31,323,4,3.5,0.5,0.25,,
31,148,3,3.4,-0.4,0.16,,
31,101,2,3.7,-1.7,2.89,,
32,2279,4,3.1,0.9,0.81,,
32,755,4,3.2,0.8,0.64,,
32,334,4,3.4,0.6,0.36,,
32,288,4,3.5,0.5,0.25,,
32,1014,2,3.2,-1.2,1.44,,
32,613,2,2.7,-0.7,0.49,,
32,2973,4,3.4,0.6,0.36,,
32,2977,4,3.4,0.6,0.36,,
32,1220,3,3.1,-0.1,0.01,,
32,2984,4,3.6,0.4,0.16,,
32,1292,5,3.2,1.8,3.24,,
33,421,3,3.9,-0.9,0.81,,
33,49,5,4.1,0.9,0.81,,
33,505,4,4.1,-0.1,0.01,,
33,173,4,4,0,0,,
33,181,4,4.1,-0.1,0.01,,
33,187,3,4.1,-1.1,1.21,,
33,328,4,4.2,-0.2,0.04,,
33,5,4,4,0,0,,
33,214,3,4.1,-1.1,1.21,,
33,825,4,3.9,0.1,0.01,,
33,224,3,4,-1,1,,
33,336,5,4.1,0.9,0.81,,
33,2987,2,3.7,-1.7,2.89,,
33,401,4,4.1,-0.1,0.01,,
33,402,5,4,1,1,,
33,2657,3,3.8,-0.8,0.64,,
33,297,4,4,0,0,,
33,300,4,4,0,0,,
33,1008,3,3.9,-0.9,0.81,,
33,3002,4,3.8,0.2,0.04,,
34,2275,2.5,3,-0.5,0.25,,
34,684,1.5,2.3,-0.8,0.64,,
34,13,3.5,2,1.5,2.25,,
34,516,4,4,0,0,,
35,0,3,3.3,-0.3,0.09,,
35,447,5,4,1,1,,
35,683,3,3.5,-0.5,0.25,,
35,685,5,3.9,1.1,1.21,,
35,3008,4,4.1,-0.1,0.01,,
35,690,4,3.6,0.4,0.16,,
35,49,4,4,0,0,,
35,58,4,3.9,0.1,0.01,,
35,2951,3,3.3,-0.3,0.09,,
35,78,3,4.2,-1.2,1.44,,
35,2279,3,3.6,-0.6,0.36,,
35,83,3,3.6,-0.6,0.36,,
35,92,4,4,0,0,,
35,324,3,3.4,-0.4,0.16,,
36,2154,2,4.3,-2.3,5.29,,
36,327,5,4.2,0.8,0.64,,
36,244,5,4.1,0.9,0.81,,
37,157,4.5,4.3,0.2,0.04,,
37,177,4,4.3,-0.3,0.09,,
37,2314,5,4.3,0.7,0.49,,
37,2644,4,4.2,-0.2,0.04,,
37,3026,4.5,4.3,0.2,0.04,,
37,3031,4.5,4.3,0.2,0.04,,
37,1442,4.5,4.2,0.3,0.09,,
37,497,4,4.3,-0.3,0.09,,
37,3048,4.5,4.2,0.3,0.09,,
38,652,4,3.8,0.2,0.04,,
38,24,3,4,-1,1,,
38,674,3,3.6,-0.6,0.36,,
38,49,5,4,1,1,,
38,323,4,3.9,0.1,0.01,,
38,2236,4,3.9,0.1,0.01,,
38,92,3,4,-1,1,,
38,2078,4,3.8,0.2,0.04,,
39,497,4,4.5,-0.5,0.25,,
39,1508,4.5,4.5,0,0,,
39,137,4.5,4.5,0,0,,
39,564,4.5,4.5,0,0,,
39,1919,5,4.4,0.6,0.36,,
